age, 18-24yo, 25-49yo, 50-69yo, 70+yo
lab, 82.03978419, 73.18754843, 49.10201159, 30.55860413
grn, 0.083010387, 0.087767018, 0.074524397, 0.052076024
lbd, 1.861762352, 1.677552046, 1.733343137, 1.816833591
oth, 0.005973809, 0.008463598, 0.014301648, 0.01499052
con, 15.97914008, 24.99601968, 48.98505693, 67.48138847
brx, 0.030329182, 0.042649235, 0.090762298, 0.076107258
