age, 18-24yo, 25-49yo, 50-69yo, 70+yo
lab, 68.65212156, 55.98450176, 30.59904636, 16.67278329
grn, 0.157042539, 0.151780989, 0.10499352, 0.064234423
lbd, 1.199115404, 0.987674646, 0.831381655, 0.762951671
oth, 0, 0, 0, 0
con, 29.91976681, 42.78355048, 68.3042255, 82.38230701
brx, 0.071953685, 0.092492124, 0.160352957, 0.117723605
