age, 18-24yo, 25-49yo, 50-69yo, 70+yo
lab, 56.88597416, 36.84722983, 21.07337117, 9.8764724
grn, 0.157872357, 0.309543747, 0.272923977, 0.177108205
lbd, 5.208210378, 8.169480635, 7.203011422, 5.453281086
oth, 0.040913097, 0.120328792, 0.141458142, 0.09179625
con, 37.59156792, 54.402491, 71.17616419, 84.34377296
brx, 0.115462081, 0.150926001, 0.133071092, 0.057569102






