age, 18-24yo, 25-49yo, 50-69yo, 70+yo
lab, 85.68821439, 77.70200639, 54.7340394, 35.44729406
grn, 0.053353497, 0.057340337, 0.051119966, 0.037172457
lbd, 0.627929619, 0.575123585, 0.62392574, 0.680541897
oth, 0, 0, 0, 0
con, 13.58129773, 21.59519716, 44.43376517, 63.69786376
brx, 0.049204772, 0.070332526, 0.157149728, 0.137127825
