age, 18-24yo, 25-49yo, 50-69yo, 70+yo
lab, 78.88472347, 62.42613952, 42.72197356, 23.17363036
grn, 0.056568096, 0.135506907, 0.142967309, 0.107376357
lbd, 1.378590747, 2.641892952, 2.787343719, 2.44235752
oth, 0.014071327, 0.05056106, 0.0711263, 0.053419785
con, 19.51834346, 34.51002144, 54.02772461, 74.09860863
brx, 0.147702905, 0.235878115, 0.248864506, 0.124607339
