age, 18-24yo, 25-49yo, 50-69yo, 70+yo
lab, 79.86061326, 63.84211903, 44.21850957, 24.30128853
grn, 0.06461934, 0.156370012, 0.166970889, 0.127055981
lbd, 1.17361687, 2.271994533, 2.426021084, 2.153752105
oth, 0.011810712, 0.042870474, 0.061035753, 0.046444967
con, 18.59187378, 33.20676104, 52.6150447, 73.11150982
brx, 0.297466046, 0.479884909, 0.512418005, 0.259948597
