age, 18-24yo, 25-49yo, 50-69yo, 70+yo
lab, 75.07030397, 57.2440918, 37.46890391, 19.48534803
grn, 0.068577004, 0.158291393, 0.159730593, 0.115014987
lbd, 1.361493625, 2.51411068, 2.536969199, 2.131220158
oth, 0.04695577, 0.162576967, 0.218740176, 0.157505197
con, 23.23913092, 39.59233175, 59.28407107, 77.9517384
brx, 0.213538704, 0.328597411, 0.331585048, 0.159173223
