age, 18-24yo, 25-49yo, 50-69yo, 70+yo
lab, 79.40072478, 63.04917346, 43.78383219, 24.19045332
grn, 0.091817272, 0.220696585, 0.236276467, 0.180750646
lbd, 2.288092912, 4.399819621, 4.710421033, 4.204030967
oth, 0.013215187, 0.047647027, 0.068014169, 0.052030594
con, 18.10550907, 32.12139316, 51.02880127, 71.2846809
brx, 0.100640786, 0.161270149, 0.172654874, 0.088053571
