brx, leave, remain
lab, 10.01426936, 51.19050223
grn, 0.089338748, 0.445260941
lbd, 0.742827796, 7.712970073
oth, 0.024170074, 0.040154244
con, 88.77422588, 40.61111251
brx, 0.355168143, 0
