age, 18-24yo, 25-49yo, 50-69yo, 70+yo
lab, 74.51044272, 62.64855521, 36.55122014, 20.70397365
grn, 0, 0, 0, 0
lbd, 0.326983999, 0.277689517, 0.249515059, 0.238037273
oth, 0.028121771, 0.037551526, 0.055180723, 0.052642389
con, 24.99611013, 36.85285249, 62.8047661, 78.74637931
brx, 0.138341389, 0.183351262, 0.339317979, 0.25896738
