brx, leave, remain
lab, 8.963916074, 46.71395583
grn, 0.140673103, 0.714767087
lbd, 1.013109534, 10.72429235
oth, 0.060254418, 0.102051906
con, 89.5090672, 41.74493282
brx, 0.312979675, 0
