age, 18-24yo, 25-49yo, 50-69yo, 70+yo
lab, 78.7447167, 68.0793227, 42.35214414, 24.95328488
grn, 0, 0, 0, 0
lbd, 0.465241601, 0.406266873, 0.389240521, 0.386248446
oth, 0.022711101, 0.031183366, 0.048859852, 0.048484269
con, 20.7673306, 31.48322706, 57.20975549, 74.6119824
brx, 0, 0, 0, 0
