age, 18-24yo, 25-49yo, 50-69yo, 70+yo
lab, 74.31287928, 62.65191842, 36.73201835, 20.84673708
grn, 0.062956647, 0.062906871, 0.046678141, 0.029744862
lbd, 0.934781398, 0.796011634, 0.718747408, 0.687014599
oth, 0, 0, 0, 0
con, 24.62111031, 36.39843261, 62.33382479, 78.30747802
brx, 0.068272369, 0.090730461, 0.168731312, 0.129025439
