age, 18-24yo, 25-49yo, 50-69yo, 70+yo
lab, 75.54360183, 64.01810961, 38.00607599, 21.76363971
grn, 0.04414252, 0.044335182, 0.033312232, 0.021418416
lbd, 0.483626785, 0.413956372, 0.378487217, 0.365027925
oth, 0.127880216, 0.172107396, 0.257346756, 0.24819531
con, 23.69621517, 35.21185511, 61.06182321, 77.39883566
brx, 0.104533481, 0.13963633, 0.262954594, 0.202882983
