brx, leave, remain
lab, 16.19643868, 65.53841954
grn, 0.055084084, 0.14871607
lbd, 0.268223505, 1.899501437
oth, 0.638311044, 1.289170572
con, 82.18919411, 31.12419238
brx, 0.652748581, 0
