brx, leave, remain
lab, 12.95570751, 59.94659002
grn, 0.071729924, 0.323599868
lbd, 0.424312115, 3.98797254
oth, 0.045462012, 0.068365244
con, 86.14977822, 35.67347233
brx, 0.35301022, 0
