age, 18-24yo, 25-49yo, 50-69yo, 70+yo
lab, 78.6746396, 67.9929476, 42.25778471, 24.89896624
grn, 0.047187045, 0.048332371, 0.038017715, 0.025151606
lbd, 0.433754314, 0.37862735, 0.362410938, 0.359643541
oth, 0, 0, 0, 0
con, 20.79205517, 31.50875832, 57.201158, 74.60459478
brx, 0.052363876, 0.071334357, 0.140628633, 0.111643826
