age, 18-24yo, 25-49yo, 50-69yo, 70+yo
lab, 0.5967516553, 0.3969815902, 0.2279929931, 0.1065966266
grn, 0.00123586078, 0.00248864291, 0.00220345507, 0.00142644593
lbd, 0.02568962968, 0.04138480033, 0.03664227919, 0.02767453823
oth, 0.00011145163, 0.00033664386, 0.00039742122, 0.00025727771
con, 0.3737548069, 0.5555104379, 0.7298438902, 0.8627849188
brx, 0.00245659576, 0.00329788473, 0.00291996125, 0.00126019265
