age, 18-24yo, 25-49yo, 50-69yo, 70+yo
lab, 85.35151344, 77.08796475, 53.71761834, 34.52659491
grn, 0.062208884, 0.066590761, 0.058728538, 0.042382962
lbd, 0.350705472, 0.319931472, 0.343347265, 0.371678097
oth, 0, 0, 0, 0
con, 14.11225292, 22.34994549, 45.49223903, 64.72327392
brx, 0.123319283, 0.175567531, 0.388066827, 0.336070107
