brx, leave, remain
lab, 38.43834224, 85.23291743
grn, 0.173652094, 0.256908258
lbd, 0.499063183, 1.936710011
oth, 0.048513121, 0.05369125
con, 60.33187407, 12.51977306
brx, 0.508555296, 0
