age, 18-24yo, 25-49yo, 50-69yo, 70+yo
lab, 71.21446554, 58.72656379, 32.87552808, 18.15946302
grn, 0.066282415, 0.064781486, 0.045898036, 0.028466199
lbd, 0.499963066, 0.416431297, 0.359027708, 0.334006262
oth, 0, 0, 0, 0
con, 28.12939845, 40.67537626, 66.51206033, 81.32364397
brx, 0.089890534, 0.116847167, 0.20748585, 0.154420556
